,number,assignment_group,assigned_to
114525,INC0027792,39,194
114526,INC0027794,19,1
114527,INC0027794,19,1
114528,INC0027794,70,73
114529,INC0027794,70,73
114530,INC0027794,1,1
114531,INC0027794,70,1
114532,INC0027794,19,1
114533,INC0027794,19,1
114534,INC0027794,70,73
114535,INC0027794,70,73
114536,INC0027794,70,17
114537,INC0027794,70,17
114538,INC0027794,70,17
114539,INC0027795,70,17
114540,INC0027795,70,17
114541,INC0027795,70,17
114542,INC0027796,25,125
114543,INC0027796,25,57
114544,INC0027796,25,57
114545,INC0027796,25,57
114546,INC0027796,25,57
114547,INC0027796,25,57
114548,INC0027796,25,57
114549,INC0027796,25,57
114550,INC0027796,25,57
114551,INC0027796,25,125
114552,INC0027796,25,125
114553,INC0027796,25,125
114554,INC0027796,25,125
114555,INC0027797,49,41
114556,INC0027797,49,41
114557,INC0027797,56,41
114558,INC0027797,65,41
114559,INC0027797,56,41
114560,INC0027797,65,41
114561,INC0027797,65,41
114562,INC0027797,65,41
114563,INC0027797,65,41
114564,INC0027798,70,1
114565,INC0027798,70,1
114566,INC0027798,70,13
114567,INC0027798,70,13
114568,INC0027800,33,159
114569,INC0027800,33,159
114570,INC0027800,33,159
114571,INC0027800,33,159
114572,INC0027801,65,1
114573,INC0027801,20,1
114574,INC0027801,51,1
114575,INC0027801,20,1
114576,INC0027801,20,188
114577,INC0027801,20,188
114578,INC0027801,70,1
114579,INC0027801,70,1
114580,INC0027801,70,1
114581,INC0027801,70,115
114582,INC0027801,70,115
114583,INC0027803,70,233
114584,INC0027803,1,1
114585,INC0027803,1,233
114586,INC0027803,70,233
114587,INC0027803,70,233
114588,INC0027804,70,13
114589,INC0027804,70,13
114590,INC0027804,70,13
114591,INC0027805,70,167
114592,INC0027805,56,167
114593,INC0027805,56,167
114594,INC0027805,56,167
114595,INC0027805,56,167
114596,INC0027806,70,1
114597,INC0027806,69,1
114598,INC0027806,69,1
114599,INC0027806,76,1
114600,INC0027806,76,241
114601,INC0027806,76,241
114602,INC0027808,55,1
114603,INC0027808,70,17
114604,INC0027808,70,17
114605,INC0027809,10,37
114606,INC0027809,10,37
114607,INC0027809,10,37
114608,INC0027809,39,183
114609,INC0027809,10,37
114610,INC0027809,10,37
114611,INC0027809,10,37
114612,INC0027810,20,1
114613,INC0027810,72,1
114614,INC0027810,72,110
114615,INC0027810,72,110
114616,INC0027811,29,249
114617,INC0027811,70,249
114618,INC0027811,29,249
114619,INC0027811,29,249
114620,INC0027811,70,31
114621,INC0027811,29,1
114622,INC0027811,29,1
114623,INC0027811,70,31
114624,INC0027811,70,31
114625,INC0027811,20,1
114626,INC0027811,20,1
114627,INC0027811,24,1
114628,INC0027811,24,249
114629,INC0027811,24,249
114630,INC0027811,24,249
114631,INC0027812,9,217
114632,INC0027812,9,89
114633,INC0027812,9,217
114634,INC0027812,9,217
114635,INC0027812,9,217
114636,INC0027812,9,217
114637,INC0027812,9,217
114638,INC0027813,6,176
114639,INC0027813,6,176
114640,INC0027813,6,176
114641,INC0027813,6,176
114642,INC0027813,6,176
114643,INC0027815,27,111
114644,INC0027815,27,111
114645,INC0027815,27,111
114646,INC0027815,27,111
114647,INC0027815,27,111
114648,INC0027815,27,111
114649,INC0027815,27,111
114650,INC0027816,55,134
114651,INC0027816,55,134
114652,INC0027816,55,134
114653,INC0027816,55,134
114654,INC0027817,70,17
114655,INC0027817,70,17
114656,INC0027817,70,17
114657,INC0027818,70,183
114658,INC0027818,39,183
114659,INC0027818,39,183
114660,INC0027818,39,183
114661,INC0027819,70,249
114662,INC0027819,70,249
114663,INC0027819,24,249
114664,INC0027819,24,249
114665,INC0027819,24,249
114666,INC0027819,24,249
114667,INC0027819,24,249
114668,INC0027819,24,249
114669,INC0027820,66,1
114670,INC0027820,70,1
114671,INC0027820,66,175
114672,INC0027820,66,175
114673,INC0027821,12,136
114674,INC0027821,12,136
114675,INC0027821,12,136
114676,INC0027822,22,155
114677,INC0027822,22,155
114678,INC0027822,22,155
114679,INC0027823,25,57
114680,INC0027823,25,57
114681,INC0027823,25,57
114682,INC0027823,25,57
114683,INC0027823,25,57
114684,INC0027824,76,1
114685,INC0027824,70,1
114686,INC0027824,70,73
114687,INC0027824,70,73
114688,INC0027826,70,219
114689,INC0027826,20,219
114690,INC0027826,20,219
114691,INC0027826,20,219
114692,INC0027828,24,249
114693,INC0027828,24,249
114694,INC0027828,24,249
114695,INC0027828,24,249
114696,INC0027828,24,249
114697,INC0027829,70,73
114698,INC0027829,70,73
114699,INC0027829,70,73
114700,INC0027831,70,126
114701,INC0027831,70,126
114702,INC0027831,70,126
114703,INC0027832,70,13
114704,INC0027832,70,13
114705,INC0027832,70,13
114706,INC0027833,70,33
114707,INC0027833,70,33
114708,INC0027834,70,1
114709,INC0027834,29,1
114710,INC0027834,29,1
114711,INC0027834,70,1
114712,INC0027834,1,1
114713,INC0027834,1,1
114714,INC0027834,70,1
114715,INC0027834,70,1
114716,INC0027834,29,1
114717,INC0027834,29,1
114718,INC0027834,70,31
114719,INC0027834,70,31
114720,INC0027834,70,115
114721,INC0027834,70,115
114722,INC0027835,70,13
114723,INC0027835,70,13
114724,INC0027835,70,13
114725,INC0027835,70,13
114726,INC0027836,9,44
114727,INC0027836,9,34
114728,INC0027836,9,34
114729,INC0027836,27,44
114730,INC0027836,27,44
114731,INC0027837,25,140
114732,INC0027837,25,140
114733,INC0027837,25,140
114734,INC0027837,25,140
114735,INC0027837,25,140
114736,INC0027837,25,140
114737,INC0027838,24,120
114738,INC0027838,49,120
114739,INC0027838,49,120
114740,INC0027838,49,120
114741,INC0027839,54,46
114742,INC0027839,54,50
114743,INC0027839,54,50
114744,INC0027841,76,1
114745,INC0027841,70,1
114746,INC0027841,70,73
114747,INC0027841,70,73
114748,INC0027841,70,73
114749,INC0027842,25,140
114750,INC0027842,25,140
114751,INC0027842,25,140
114752,INC0027842,25,140
114753,INC0027843,10,37
114754,INC0027843,10,37
114755,INC0027843,10,37
114756,INC0027843,10,37
114757,INC0027843,10,37
114758,INC0027844,70,1
114759,INC0027844,70,73
114760,INC0027844,70,73
114761,INC0027844,70,73
114762,INC0027845,29,1
114763,INC0027845,29,1
114764,INC0027845,25,1
114765,INC0027845,25,1
114766,INC0027845,25,1
114767,INC0027845,72,1
114768,INC0027845,72,1
114769,INC0027845,72,1
114770,INC0027845,72,141
114771,INC0027845,72,141
114772,INC0027845,59,137
114773,INC0027845,72,141
114774,INC0027845,72,141
114775,INC0027845,72,141
114776,INC0027845,72,141
114777,INC0027845,72,110
114778,INC0027845,72,110
114779,INC0027846,70,33
114780,INC0027846,70,33
114781,INC0027846,70,33
114782,INC0027846,70,33
114783,INC0027847,70,33
114784,INC0027847,70,33
114785,INC0027847,70,33
114786,INC0027847,70,33
114787,INC0027849,70,13
114788,INC0027849,70,13
114789,INC0027849,70,13
114790,INC0027849,70,13
114791,INC0027852,33,159
114792,INC0027852,33,159
114793,INC0027852,33,159
114794,INC0027853,70,1
114795,INC0027853,70,13
114796,INC0027853,70,13
114797,INC0027854,20,50
114798,INC0027854,20,50
114799,INC0027854,20,50
114800,INC0027854,70,50
114801,INC0027854,70,50
114802,INC0027854,54,50
114803,INC0027854,54,50
114804,INC0027854,54,50
114805,INC0027854,54,50
114806,INC0027854,70,1
114807,INC0027854,70,1
114808,INC0027854,70,1
114809,INC0027854,54,1
114810,INC0027854,54,1
114811,INC0027854,54,50
114812,INC0027854,54,50
114813,INC0027854,54,50
114814,INC0027854,54,50
114815,INC0027855,23,69
114816,INC0027855,23,69
114817,INC0027855,23,69
114818,INC0027855,70,69
114819,INC0027855,9,69
114820,INC0027855,9,69
114821,INC0027855,9,69
114822,INC0027855,9,69
114823,INC0027855,9,69
114824,INC0027857,70,194
114825,INC0027857,39,194
114826,INC0027857,39,194
114827,INC0027857,39,194
114828,INC0027858,19,142
114829,INC0027858,19,142
114830,INC0027858,19,142
114831,INC0027858,19,142
114832,INC0027859,25,140
114833,INC0027859,25,140
114834,INC0027859,25,140
114835,INC0027859,25,140
114836,INC0027859,25,140
114837,INC0027861,73,69
114838,INC0027861,73,198
114839,INC0027861,73,198
114840,INC0027861,23,69
114841,INC0027861,23,69
114842,INC0027861,23,69
114843,INC0027861,23,69
114844,INC0027861,23,69
114845,INC0027861,23,69
114846,INC0027863,20,1
114847,INC0027863,72,1
114848,INC0027863,72,110
114849,INC0027863,72,110
114850,INC0027864,20,233
114851,INC0027864,1,233
114852,INC0027864,1,233
114853,INC0027864,1,233
114854,INC0027864,70,233
114855,INC0027864,70,233
114856,INC0027865,55,244
114857,INC0027865,55,244
114858,INC0027865,55,244
114859,INC0027865,3,71
114860,INC0027865,3,71
114861,INC0027865,55,244
114862,INC0027865,55,244
114863,INC0027865,55,244
114864,INC0027865,55,244
114865,INC0027865,55,244
114866,INC0027865,55,244
114867,INC0027865,55,244
114868,INC0027866,6,234
114869,INC0027866,57,234
114870,INC0027866,57,234
114871,INC0027866,57,234
114872,INC0027866,57,234
114873,INC0027866,57,234
114874,INC0027866,57,234
114875,INC0027866,57,234
114876,INC0027867,24,249
114877,INC0027867,24,249
114878,INC0027867,24,249
114879,INC0027867,24,249
114880,INC0027867,24,249
114881,INC0027867,24,249
114882,INC0027867,24,249
114883,INC0027868,39,194
114884,INC0027868,39,194
114885,INC0027868,39,194
114886,INC0027869,20,188
114887,INC0027869,70,188
114888,INC0027869,1,188
114889,INC0027869,1,188
114890,INC0027869,1,188
114891,INC0027869,20,188
114892,INC0027869,20,188
114893,INC0027869,1,188
114894,INC0027869,20,224
114895,INC0027869,20,188
114896,INC0027869,20,188
114897,INC0027869,20,188
114898,INC0027871,10,200
114899,INC0027871,10,200
114900,INC0027871,10,200
114901,INC0027871,10,200
114902,INC0027871,10,200
114903,INC0027871,10,200
114904,INC0027872,25,125
114905,INC0027872,25,125
114906,INC0027872,25,125
114907,INC0027872,25,125
114908,INC0027873,70,194
114909,INC0027873,70,194
114910,INC0027873,39,194
114911,INC0027873,39,194
114912,INC0027873,39,194
114913,INC0027874,20,1
114914,INC0027874,20,246
114915,INC0027874,20,246
114916,INC0027874,20,188
114917,INC0027874,20,188
114918,INC0027874,20,188
114919,INC0027874,20,188
114920,INC0027874,70,1
114921,INC0027874,70,233
114922,INC0027874,70,233
114923,INC0027874,70,1
114924,INC0027874,70,1
114925,INC0027874,70,115
114926,INC0027874,70,115
114927,INC0027874,70,115
114928,INC0027876,20,170
114929,INC0027876,27,170
114930,INC0027876,27,170
114931,INC0027876,27,170
114932,INC0027876,27,170
114933,INC0027876,27,170
114934,INC0027876,27,170
114935,INC0027877,27,111
114936,INC0027877,27,111
114937,INC0027877,27,111
114938,INC0027877,27,111
114939,INC0027877,27,111
114940,INC0027878,58,76
114941,INC0027878,70,76
114942,INC0027878,70,76
114943,INC0027878,58,76
114944,INC0027878,58,76
114945,INC0027878,58,76
114946,INC0027879,70,1
114947,INC0027879,70,1
114948,INC0027879,70,1
114949,INC0027879,70,17
114950,INC0027879,70,17
114951,INC0027880,70,249
114952,INC0027880,24,249
114953,INC0027880,24,249
114954,INC0027880,24,249
114955,INC0027880,24,249
114956,INC0027881,69,1
114957,INC0027881,69,92
114958,INC0027881,69,92
114959,INC0027881,69,92
114960,INC0027882,55,244
114961,INC0027882,55,244
114962,INC0027882,55,244
114963,INC0027882,55,244
114964,INC0027882,55,244
114965,INC0027882,55,244
114966,INC0027882,55,244
114967,INC0027882,55,244
114968,INC0027884,20,57
114969,INC0027884,20,57
114970,INC0027884,25,57
114971,INC0027884,25,57
114972,INC0027884,25,57
114973,INC0027884,25,57
114974,INC0027884,25,57
114975,INC0027885,22,176
114976,INC0027885,22,176
114977,INC0027885,22,176
114978,INC0027885,70,176
114979,INC0027885,22,176
114980,INC0027885,22,176
114981,INC0027885,6,176
114982,INC0027885,6,176
114983,INC0027885,6,176
114984,INC0027885,6,176
114985,INC0027886,73,1
114986,INC0027886,73,198
114987,INC0027886,73,198
114988,INC0027886,73,198
114989,INC0027886,73,198
114990,INC0027888,70,167
114991,INC0027888,70,167
114992,INC0027888,55,167
114993,INC0027888,55,167
114994,INC0027888,70,167
114995,INC0027888,65,167
114996,INC0027888,65,167
114997,INC0027888,56,167
114998,INC0027888,56,167
114999,INC0027888,70,167
115000,INC0027888,70,167
115001,INC0027888,65,167
115002,INC0027888,56,167
115003,INC0027888,56,167
115004,INC0027888,56,167
115005,INC0027888,56,167
115006,INC0027890,74,1
115007,INC0027890,74,53
115008,INC0027890,74,53
115009,INC0027894,70,56
115010,INC0027894,70,56
115011,INC0027897,70,188
115012,INC0027897,20,188
115013,INC0027897,20,188
115014,INC0027897,20,188
115015,INC0027897,20,188
115016,INC0027899,29,31
115017,INC0027899,29,31
115018,INC0027899,29,31
115019,INC0027899,29,31
115020,INC0027899,29,31
115021,INC0027899,29,31
115022,INC0027900,70,1
115023,INC0027900,70,13
115024,INC0027900,70,13
115025,INC0027901,10,37
115026,INC0027901,10,37
115027,INC0027901,10,37
115028,INC0027903,57,76
115029,INC0027903,57,76
115030,INC0027903,70,76
115031,INC0027903,70,76
115032,INC0027903,58,76
115033,INC0027903,58,76
115034,INC0027903,58,76
115035,INC0027903,58,76
115036,INC0027903,58,76
115037,INC0027904,20,246
115038,INC0027904,1,246
115039,INC0027904,20,246
115040,INC0027904,20,246
115041,INC0027904,20,246
115042,INC0027904,20,246
115043,INC0027904,20,246
115044,INC0027904,20,246
115045,INC0027906,70,13
115046,INC0027906,70,13
115047,INC0027906,70,13
115048,INC0027906,70,13
115049,INC0027907,70,1
115050,INC0027907,70,13
115051,INC0027907,70,13
115052,INC0027908,70,1
115053,INC0027908,70,126
115054,INC0027908,70,126
115055,INC0027912,70,1
115056,INC0027912,70,13
115057,INC0027912,70,13
115058,INC0027913,39,39
115059,INC0027913,39,39
115060,INC0027913,39,39
115061,INC0027913,39,39
115062,INC0027913,39,39
115063,INC0027914,70,194
115064,INC0027914,39,194
115065,INC0027914,70,194
115066,INC0027914,70,194
115067,INC0027914,70,194
115068,INC0027914,39,194
115069,INC0027914,39,194
115070,INC0027914,39,194
115071,INC0027915,39,134
115072,INC0027915,70,134
115073,INC0027915,2,134
115074,INC0027915,55,134
115075,INC0027915,55,134
115076,INC0027915,55,134
115077,INC0027917,27,111
115078,INC0027917,27,111
115079,INC0027917,27,111
115080,INC0027917,27,111
115081,INC0027917,27,111
115082,INC0027918,23,201
115083,INC0027918,23,201
115084,INC0027918,23,201
115085,INC0027918,70,201
115086,INC0027918,28,201
115087,INC0027918,30,201
115088,INC0027918,9,201
115089,INC0027918,9,201
115090,INC0027918,70,201
115091,INC0027918,30,201
115092,INC0027918,30,201
115093,INC0027918,30,201
115094,INC0027919,70,232
115095,INC0027919,70,232
115096,INC0027920,39,1
115097,INC0027920,39,1
115098,INC0027920,70,1
115099,INC0027920,70,1
115100,INC0027920,39,1
115101,INC0027920,39,194
115102,INC0027920,39,194
115103,INC0027920,39,194
115104,INC0027920,70,1
115105,INC0027920,22,1
115106,INC0027920,22,1
115107,INC0027920,70,1
115108,INC0027920,70,17
115109,INC0027920,70,17
115110,INC0027922,70,1
115111,INC0027922,70,13
115112,INC0027922,70,13
115113,INC0027924,20,1
115114,INC0027924,20,1
115115,INC0027924,76,1
115116,INC0027924,70,1
115117,INC0027924,70,17
115118,INC0027924,70,17
115119,INC0027926,70,1
115120,INC0027926,39,1
115121,INC0027926,39,1
115122,INC0027926,70,1
115123,INC0027926,70,1
115124,INC0027926,70,1
115125,INC0027926,70,17
115126,INC0027926,70,17
115127,INC0027926,70,17
115128,INC0027927,70,1
115129,INC0027927,70,1
115130,INC0027927,70,115
115131,INC0027927,70,115
115132,INC0027928,9,69
115133,INC0027928,23,69
115134,INC0027928,23,69
115135,INC0027929,22,101
115136,INC0027929,22,101
115137,INC0027929,22,101
115138,INC0027929,22,101
115139,INC0027929,22,101
115140,INC0027929,22,101
115141,INC0027930,70,158
115142,INC0027930,12,1
115143,INC0027930,12,158
115144,INC0027930,12,158
115145,INC0027930,12,158
115146,INC0027931,73,1
115147,INC0027931,73,196
115148,INC0027931,73,196
115149,INC0027931,73,196
115150,INC0027931,73,196
115151,INC0027931,73,196
115152,INC0027931,73,196
115153,INC0027932,70,1
115154,INC0027932,70,13
115155,INC0027932,70,13
115156,INC0027933,25,57
115157,INC0027933,25,57
115158,INC0027933,25,57
115159,INC0027933,25,57
115160,INC0027933,25,57
115161,INC0027933,25,57
115162,INC0027933,25,57
115163,INC0027933,25,57
115164,INC0027934,70,232
115165,INC0027934,70,232
115166,INC0027935,74,1
115167,INC0027935,73,1
115168,INC0027935,73,198
115169,INC0027935,73,198
115170,INC0027935,73,198
115171,INC0027935,73,198
115172,INC0027935,73,198
115173,INC0027935,73,198
115174,INC0027938,70,1
115175,INC0027938,70,13
115176,INC0027938,70,13
115177,INC0027939,9,201
115178,INC0027939,9,201
115179,INC0027939,9,1
115180,INC0027939,9,1
115181,INC0027939,30,201
115182,INC0027939,30,201
115183,INC0027939,30,201
115184,INC0027942,70,56
115185,INC0027942,70,56
115186,INC0027943,74,1
115187,INC0027943,73,168
115188,INC0027943,73,168
115189,INC0027943,73,168
115190,INC0027944,70,28
115191,INC0027944,70,28
115192,INC0027944,70,28
115193,INC0027945,70,1
115194,INC0027945,70,13
115195,INC0027945,70,13
115196,INC0027946,70,1
115197,INC0027946,70,1
115198,INC0027946,70,1
115199,INC0027946,70,115
115200,INC0027946,70,115
115201,INC0027948,70,194
115202,INC0027948,39,194
115203,INC0027948,39,194
115204,INC0027948,39,194
115205,INC0027948,39,194
115206,INC0027949,5,237
115207,INC0027949,5,237
115208,INC0027949,5,237
115209,INC0027949,5,237
115210,INC0027949,5,237
115211,INC0027949,5,237
115212,INC0027950,70,1
115213,INC0027950,70,1
115214,INC0027950,70,1
115215,INC0027950,70,115
115216,INC0027950,70,115
115217,INC0027951,70,1
115218,INC0027951,70,13
115219,INC0027951,70,13
115220,INC0027952,70,1
115221,INC0027952,70,13
115222,INC0027952,70,13
115223,INC0027953,70,1
115224,INC0027953,70,126
115225,INC0027953,70,126
115226,INC0027954,34,169
115227,INC0027954,56,169
115228,INC0027954,20,1
115229,INC0027954,56,169
115230,INC0027954,56,169
115231,INC0027956,48,74
115232,INC0027956,48,74
115233,INC0027956,48,74
115234,INC0027962,70,1
115235,INC0027962,70,13
115236,INC0027962,70,13
115237,INC0027964,70,232
115238,INC0027964,70,232
115239,INC0027965,10,200
115240,INC0027965,10,200
115241,INC0027965,10,200
115242,INC0027965,10,200
115243,INC0027965,10,200
115244,INC0027967,34,159
115245,INC0027967,34,159
115246,INC0027967,34,159
115247,INC0027967,34,159
115248,INC0027967,34,159
115249,INC0027970,70,1
115250,INC0027970,70,126
115251,INC0027970,70,126
115252,INC0027971,70,1
115253,INC0027971,70,13
115254,INC0027971,70,13
115255,INC0027972,70,1
115256,INC0027972,70,13
115257,INC0027972,70,13
115258,INC0027975,70,1
115259,INC0027975,70,13
115260,INC0027975,70,13
115261,INC0027975,70,13
115262,INC0027976,70,56
115263,INC0027976,70,56
115264,INC0027978,70,33
115265,INC0027978,70,33
115266,INC0027979,70,1
115267,INC0027979,20,1
115268,INC0027979,20,188
115269,INC0027979,20,188
115270,INC0027979,20,188
115271,INC0027979,70,1
115272,INC0027979,70,1
115273,INC0027979,70,115
115274,INC0027979,70,115
115275,INC0027980,70,1
115276,INC0027980,70,1
115277,INC0027980,70,1
115278,INC0027980,25,1
115279,INC0027980,73,1
115280,INC0027980,73,1
115281,INC0027980,23,69
115282,INC0027980,23,69
115283,INC0027980,73,1
115284,INC0027980,73,1
115285,INC0027980,73,198
115286,INC0027980,73,198
115287,INC0027981,70,33
115288,INC0027981,70,33
115289,INC0027981,70,33
115290,INC0027983,58,1
115291,INC0027983,70,56
115292,INC0027983,70,56
115293,INC0027984,73,1
115294,INC0027984,73,198
115295,INC0027984,73,198
115296,INC0027984,73,198
115297,INC0027984,73,198
115298,INC0027984,73,198
115299,INC0027984,73,198
115300,INC0027984,73,198
115301,INC0027986,70,125
115302,INC0027986,1,125
115303,INC0027986,1,125
115304,INC0027986,1,125
115305,INC0027986,1,125
115306,INC0027986,1,125
115307,INC0027986,25,125
115308,INC0027986,25,125
115309,INC0027986,25,125
115310,INC0027989,70,1
115311,INC0027989,70,13
115312,INC0027989,70,13
115313,INC0027991,24,24
115314,INC0027991,24,24
115315,INC0027991,24,24
115316,INC0027991,24,24
115317,INC0027991,24,24
115318,INC0027991,24,24
115319,INC0027991,24,24
115320,INC0027991,24,24
115321,INC0027992,70,1
115322,INC0027992,1,1
115323,INC0027992,70,1
115324,INC0027992,70,1
115325,INC0027992,70,1
115326,INC0027992,70,1
115327,INC0027992,70,1
115328,INC0027992,70,1
115329,INC0027992,70,115
115330,INC0027992,70,115
115331,INC0027992,70,115
115332,INC0027992,70,115
115333,INC0027992,70,115
115334,INC0027992,70,115
115335,INC0027993,70,33
115336,INC0027993,70,33
115337,INC0027994,20,167
115338,INC0027994,54,1
115339,INC0027994,54,1
115340,INC0027994,54,50
115341,INC0027994,54,50
115342,INC0027996,70,1
115343,INC0027996,69,1
115344,INC0027996,69,1
115345,INC0027996,70,1
115346,INC0027996,70,1
115347,INC0027996,70,1
115348,INC0027996,70,17
115349,INC0027996,70,17
115350,INC0027996,70,17
115351,INC0027997,70,136
115352,INC0027997,12,136
115353,INC0027997,12,136
115354,INC0027997,12,136
115355,INC0027999,1,33
115356,INC0027999,70,33
115357,INC0027999,70,33
115358,INC0028000,20,1
115359,INC0028000,1,1
115360,INC0028000,1,1
115361,INC0028000,1,1
115362,INC0028000,1,1
115363,INC0028000,1,17
115364,INC0028000,70,17
115365,INC0028000,70,17
115366,INC0028001,70,1
115367,INC0028001,70,13
115368,INC0028001,70,13
115369,INC0028003,70,1
115370,INC0028003,70,17
115371,INC0028003,70,17
115372,INC0028005,56,1
115373,INC0028005,70,1
115374,INC0028005,56,1
115375,INC0028005,70,1
115376,INC0028005,70,1
115377,INC0028005,70,1
115378,INC0028005,70,17
115379,INC0028005,70,17
115380,INC0028006,39,247
115381,INC0028006,70,247
115382,INC0028006,6,247
115383,INC0028006,6,247
115384,INC0028006,6,247
115385,INC0028006,6,247
115386,INC0028007,70,186
115387,INC0028007,70,186
115388,INC0028007,70,186
115389,INC0028009,58,89
115390,INC0028009,24,89
115391,INC0028009,24,89
115392,INC0028009,24,89
115393,INC0028010,20,224
115394,INC0028010,20,224
115395,INC0028010,20,224
115396,INC0028011,70,1
115397,INC0028011,70,13
115398,INC0028011,70,13
115399,INC0028012,70,1
115400,INC0028012,70,13
115401,INC0028012,70,13
115402,INC0028013,28,236
115403,INC0028013,28,236
115404,INC0028013,28,236
115405,INC0028013,28,236
115406,INC0028013,28,236
115407,INC0028013,28,236
115408,INC0028013,28,236
115409,INC0028015,73,1
115410,INC0028015,73,198
115411,INC0028015,23,69
115412,INC0028015,73,1
115413,INC0028015,73,1
115414,INC0028015,23,69
115415,INC0028015,23,69
115416,INC0028015,73,1
115417,INC0028015,73,1
115418,INC0028015,73,198
115419,INC0028015,73,198
115420,INC0028017,65,180
115421,INC0028017,65,180
115422,INC0028017,65,7
115423,INC0028017,65,7
115424,INC0028017,65,7
115425,INC0028017,65,7
115426,INC0028019,74,1
115427,INC0028019,73,1
115428,INC0028019,73,198
115429,INC0028019,73,198
115430,INC0028019,73,198
115431,INC0028019,73,198
115432,INC0028020,12,136
115433,INC0028020,12,136
115434,INC0028020,12,136
115435,INC0028021,57,153
115436,INC0028021,57,153
115437,INC0028021,37,153
115438,INC0028021,37,153
115439,INC0028021,37,153
115440,INC0028021,37,153
115441,INC0028021,37,153
115442,INC0028021,37,153
115443,INC0028021,37,153
115444,INC0028022,70,186
115445,INC0028022,70,186
115446,INC0028022,70,186
115447,INC0028023,69,138
115448,INC0028023,69,138
115449,INC0028023,69,138
115450,INC0028024,70,236
115451,INC0028024,28,236
115452,INC0028024,28,236
115453,INC0028024,28,236
115454,INC0028024,28,236
115455,INC0028024,28,236
115456,INC0028027,70,186
115457,INC0028027,70,186
115458,INC0028027,70,115
115459,INC0028027,70,115
115460,INC0028028,70,69
115461,INC0028028,23,69
115462,INC0028028,23,69
115463,INC0028031,70,1
115464,INC0028031,70,13
115465,INC0028031,70,13
115466,INC0028033,70,28
115467,INC0028033,70,28
115468,INC0028033,70,28
115469,INC0028036,1,140
115470,INC0028036,25,140
115471,INC0028036,25,140
115472,INC0028036,25,140
115473,INC0028036,25,140
115474,INC0028036,25,140
115475,INC0028037,57,247
115476,INC0028037,6,247
115477,INC0028037,6,247
115478,INC0028037,6,247
115479,INC0028038,70,69
115480,INC0028038,23,69
115481,INC0028038,23,69
115482,INC0028039,70,69
115483,INC0028039,23,69
115484,INC0028039,23,69
115485,INC0028040,39,176
115486,INC0028040,39,176
115487,INC0028040,70,176
115488,INC0028040,5,176
115489,INC0028040,5,176
115490,INC0028040,5,176
115491,INC0028041,70,188
115492,INC0028041,70,188
115493,INC0028041,70,188
115494,INC0028041,70,188
115495,INC0028041,20,188
115496,INC0028041,20,188
115497,INC0028041,20,188
115498,INC0028041,20,188
115499,INC0028042,65,1
115500,INC0028042,70,17
115501,INC0028042,70,17
115502,INC0028043,65,167
115503,INC0028043,56,167
115504,INC0028043,70,167
115505,INC0028043,65,167
115506,INC0028043,56,167
115507,INC0028043,56,167
115508,INC0028043,56,167
115509,INC0028044,70,1
115510,INC0028044,70,1
115511,INC0028044,70,1
115512,INC0028044,70,115
115513,INC0028044,70,115
115514,INC0028046,20,1
115515,INC0028046,20,1
115516,INC0028046,20,1
115517,INC0028046,20,1
115518,INC0028046,70,1
115519,INC0028046,70,17
115520,INC0028046,70,17
115521,INC0028046,70,17
115522,INC0028051,70,56
115523,INC0028051,70,56
115524,INC0028052,5,136
115525,INC0028052,12,136
115526,INC0028052,12,136
115527,INC0028052,12,136
115528,INC0028054,20,69
115529,INC0028054,20,69
115530,INC0028054,23,69
115531,INC0028054,23,69
115532,INC0028054,23,69
115533,INC0028054,23,69
115534,INC0028054,23,69
115535,INC0028055,70,56
115536,INC0028055,70,56
115537,INC0028056,70,194
115538,INC0028056,39,194
115539,INC0028056,39,194
115540,INC0028056,39,194
115541,INC0028057,70,33
115542,INC0028057,70,33
115543,INC0028062,1,33
115544,INC0028062,70,33
115545,INC0028062,70,33
115546,INC0028063,70,1
115547,INC0028063,70,30
115548,INC0028063,70,30
115549,INC0028065,70,1
115550,INC0028065,70,13
115551,INC0028065,70,13
115552,INC0028066,70,33
115553,INC0028066,70,33
115554,INC0028067,73,1
115555,INC0028067,74,1
115556,INC0028067,74,53
115557,INC0028067,74,53
115558,INC0028068,1,194
115559,INC0028068,1,194
115560,INC0028068,1,194
115561,INC0028068,1,194
115562,INC0028068,70,194
115563,INC0028068,70,194
115564,INC0028068,55,194
115565,INC0028068,55,214
115566,INC0028068,55,214
115567,INC0028068,57,1
115568,INC0028068,22,1
115569,INC0028068,70,1
115570,INC0028068,70,1
115571,INC0028068,39,1
115572,INC0028068,39,194
115573,INC0028068,39,194
115574,INC0028070,13,10
115575,INC0028070,13,10
115576,INC0028070,13,10
115577,INC0028071,70,1
115578,INC0028071,29,1
115579,INC0028071,29,1
115580,INC0028071,70,31
115581,INC0028071,70,31
115582,INC0028071,70,31
115583,INC0028071,70,31
115584,INC0028071,70,17
115585,INC0028071,70,17
115586,INC0028072,20,1
115587,INC0028072,72,1
115588,INC0028072,72,109
115589,INC0028072,72,109
115590,INC0028072,72,109
115591,INC0028072,72,109
115592,INC0028073,70,1
115593,INC0028073,70,30
115594,INC0028073,70,30
115595,INC0028074,70,194
115596,INC0028074,39,194
115597,INC0028074,39,194
115598,INC0028074,39,194
115599,INC0028074,39,194
